번호,구분,계약명,계약금액,계약일,계약상대자
2587,구매/기타,(도시계획.정책학과)2020학년도 2학기 실험실습재료 구입,637900,2021-01-05,카드구매
2588,구매/기타,유지보수용 자재구매(천장텍스 외),291500,2021-01-05,카드구매
2589,구매/기타,교무과 위원회 운영을 위한 소모품 구입(티슈 등),368040,2021-01-05,오피스디포
2590,구매/기타,보건진료소 위생가운 구입(제작),384000,2021-01-05,주안유니폼
2591,구매/기타,(수학과) 실험실습재료 구매 (usb 허브 외),317000,2021-01-05,카드구매
2592,구매/기타,대학혁신사업단 사업단 운영용품 구입 비용 지출,423200,2021-01-05,카드구매
2593,구매/기타,임베디드시스템공학과 실습재료구입 요청,245500,2021-01-05,카드구매
2594,구매/기타,인천학연구원 소모품(사무용품) 구입비 지출,224230,2021-01-05,카드구매
2595,구매/기타,[시비] 대학일자리센터 프린터 토너 구입,822200,2021-01-04,카드구매
2596,구매/기타,(공통물리) 공통 물리실험재료(HDD 외 1종)구입,1900000,2021-01-04,카드구매
2597,구매/기타,[교비] 학과(전공)중심 진로취업 교육 영상 컨텐츠 개발 관련 학생 모니터링 기념품(핸드폰 충전기) 구입 견적 의뢰,304000,2021-01-04,카드구매
2598,구매/기타,공학대학원 소모품 구입(일반수용비),203400,2021-01-04,카드구매
2599,구매/기타,사범대학 2020 학습연구년 특별연수 위탁연수 복합기 토너 구입,2284480,2021-01-04,카드구매
2600,구매/기타,공보 관련 물품 구매 견적 의뢰,449760,2021-01-04,카드구매
2601,구매/기타,정치외교학과 물품구매(수업용 재료비)요청,959200,2021-01-04,카드구매
2602,구매/기타,중국학술원 사무용소모품 구입,284480,2021-01-04,카드구매
2603,구매/기타,국제지원팀 홍보기념품 구입(오죽선 외 2건),2040500,2021-01-04,카드구매
2604,구매/기타,경영대학 홍보현수막 제작,240000,2021-01-04,카드구매
2605,구매/기타,국제지원팀 홍보기념품 구입(INU 맨투맨 티셔츠),1000000,2021-01-04,카드구매
2606,구매/기타,[국비] 대학일자리센터 상담 운영 및 취업프로그램 운영을 위한 마스크 구입,217800,2021-01-04,카드구매
2607,구매/기타,사범대학 2020 학습연구년 특별연수 위탁연수 복사용지 구입,1715500,2021-01-04,카드구매
2608,구매/기타,[문헌정보] 수업용 재료 구입_20.12.28(전산소모품),1080500,2021-01-04,카드구매
2609,구매/기타,국제지원팀 부서운영물품 견적의뢰,174000,2021-01-04,카드구매
2610,구매/기타,(공모) 물리학과 2020년 학부생 연구실 체험 지원 사업(2차) 실험실습비 지출(Table Clamp외1종)-밀리미터파나노분광학연구실,300000,2020-12-31,카드구매
2611,구매/기타,국제지원팀 학교명함 제작,18000,2020-12-31,카드구매
2612,구매/기타,동북아국제통상학부 학부사무실 프린트 토너 및 복사용지 구매(2차),1899270,2020-12-31,카드구매
2613,구매/기타,(해양학과) 실험실습재료 구입 (와이퍼 소형 외 1종),147895,2020-12-31,카드구매
2614,구매/기타,(공모) 물리학과 2020년 학부생 연구실 체험 지원 사업(2차) 실험실습비 지출(Rotary Pump Oil 외 1종)-나노소재합성연구실,282700,2020-12-31,카드구매
2615,구매/기타,문화자치위원회 도서 및 DVD 구입(12월),3080880,2020-12-31,카드구매
2616,구매/기타,글로벌정경대학 사무실 운영 소모품 구매,265300,2020-12-31,카드구매
2617,구매/기타,정보기술대학 사무용품(3M코팅장갑 외3종) 구입 지출,38730,2020-12-30,카드구매
2618,구매/기타,(기계공학과)기계인의밤(주간) 학술제 행사에 따른 간식(기프트콘) 구입(교육행사지원비),1322400,2020-12-30,카드구매
2619,구매/기타,(교육학과)2020학년도 2학기 실험실습재료 구입,849700,2020-12-30,카드구매
2620,구매/기타,공자학원 행사물품 구입,320000,2020-12-30,카드구매
2621,구매/기타,"2021학년도 편입학전형(일반, 학사 등) 요강 인쇄",155000,2020-12-30,카드구매
2622,구매/기타,산업경영공학과 실험실습재료 구입(30),499700,2020-12-30,카드구매
2623,구매/기타,기계공학과 자동차 동아리(노브레이크) 신구이임식 쿠폰 구입(과학생회행사지원비),407400,2020-12-30,카드구매
2624,구매/기타,세무회계학과 실험실습비 지출(12.31),1323000,2020-12-30,카드구매
2625,구매/기타,경영대학원 홍보기념품(usb) 제작,3980000,2020-12-30,가나기획
2626,구매/기타,(전기공학과)2020학년도 2학기 실험실습재료 구입,513600,2020-12-30,카드구매
2627,구매/기타,신소재공학과 실험실습재료 구입 (32) (계좌이체),1056000,2020-12-30,명진다이아몬드
2628,구매/기타,(기계공학과)기계인의밤(야간) 학술제 행사에 따른 간식(기프트콘) 구입(교육행사지원),452400,2020-12-30,카드구매
2629,구매/기타,인천대와 공동주최하는 언론사 연계 행사 기념품 구매,8500000,2020-12-30,슈너유통
2630,구매/기타,[전자공학과] 실험실습재료 구입 요청(24),1208900,2020-12-30,카드구매
2631,구매/기타,임베디드시스템공학과 실습재료구입 요청,45600,2020-12-29,카드구매
2632,구매/기타,환경미화용 소모품 구입(쓰레기봉투 외33종),15310000,2020-12-29,대동사
2633,구매/기타,전기공학과 실험실습재료 구입요구(33),157000,2020-12-29,카드구매
2634,구매/기타,[예술체육대학 운동건강학부] 수용비 지출,394500,2020-12-29,카드구매
2635,구매/기타,전기공학과 실험실습재료 구입요구(31)(계좌이체),1399970,2020-12-29,씨리스트(C-list)
2636,구매/기타,기초교육원 부서운영 소모품 구입,213600,2020-12-29,카드구매
2637,구매/기타,융합과학기술원 인간유전체연구센터 복사용지 구매,327000,2020-12-29,카드구매
2638,구매/기타,유지보수용 자재 구매(플로어 힌지),1936000,2020-12-29,엔젤락
2639,구매/기타,패션산업학과 실험실습 재료 구입 (플러스펜 외),414240,2020-12-29,카드구매
2640,구매/기타,(체육진흥원)사무용품(자석 등) 구입,35600,2020-12-29,카드구매
2641,구매/기타,전기공학과 실험실습재료 구입요구(27),1253300,2020-12-29,카드구매
2642,구매/기타,유관기관과 MOU 체결 시 교환 기념품 구매 계약 의뢰,6000000,2020-12-29,백령바다영어조합법인
2643,구매/기타,전기공학과 실험실습재료 구입요구(28),1398000,2020-12-29,카드구매
2644,구매/기타,전기공학과 실험실습재료 구입요구(26),1385450,2020-12-29,카드구매
2645,구매/기타,(해양학과) 실험실습재료 구입 (50X TAE buffer 외),296010,2020-12-29,카드구매
2646,구매/기타,(공모) 패션산업학과 2020년 학부생 연구실 체험 지원 사업(2차) 실험실습비 지출_패션마케팅연구실,297800,2020-12-29,카드구매
2647,구매/기타,정보기술대학원 행정용품 구입 지출,151900,2020-12-29,카드구매
2648,구매/기타,정보기술대학원 공기청정기 필터 구입 지출,62000,2020-12-29,카드구매
2649,구매/기타,(뷰티산업학과)2020학년도 2학기 실험실습재료 구입,138000,2020-12-28,카드구매
2650,구매/기타,자연과학대학 기초학문 후속세대 육성사업 fellowship 수여식 현수막 및 상장종이 구매,60000,2020-12-28,카드구매
2651,구매/기타,[중어중국] 수업용재료비 지출,576000,2020-12-28,카드구매
2652,구매/기타,기계공학과 자동차 동아리 신구이임식 경품 구입(교육행사지원비),300960,2020-12-28,카드구매
2653,구매/기타,"전자공학과 On-line EE Festival 행사에 따른 상품권, 기프티콘 등 구입(교육행사지원비)",4291300,2020-12-28,인천대학교소비자생활협동조합
2654,구매/기타,(공모) 물리학과 2020년 학부생 연구실 체험 지원 사업(2차) 실험실습비 지출(633nm BPF filter)-나노광전소자연구실,297000,2020-12-28,카드구매
2655,구매/기타,2021학년도 정시모집 및 편입학전형 운영을 위한 소모품 구매,252850,2020-12-28,카드구매
2656,구매/기타,(공통물리) 공통 물리실험재료(Au pellet)구입,1948100,2020-12-28,카드구매
2657,구매/기타,기초과학연구소 2020학년도 하반기 자유학기제 기초과학특강 방역용품 구입,364940,2020-12-28,카드구매
2658,구매/기타,2020학년도 기초과학연구소 자유학기제 기초과학 온라인 특강 물품 구매,326400,2020-12-28,카드구매
2659,구매/기타,컴퓨터공학부 실습재료(잉크 외 4종) 구입비 지출,397410,2020-12-28,카드구매
2660,구매/기타,(체육진흥원-2020대학운동부평가및지원사업)축구부 훈련용품(유니폼등) 구매,13695000,2020-12-28,사카스포츠
2661,구매/기타,(사회봉사센터)사무용품 구입,448200,2020-12-24,카드구매
2662,구매/기타,실험실습재료(Ni-NTA Agarose 외 1종) 구입,540940,2020-12-24,카드구매
2663,구매/기타,실험실습재료(Capsule Filter kit 외 1종) 구입,1055250,2020-12-24,카드구매
2664,구매/기타,[인천국제개발협력센터] 소모품(다과) 구입 지출,15420,2020-12-24,카드구매
2665,구매/기타,[대학혁신](기후환경) 학술대회 개최를 위한 현수막 제작 견적의뢰,116000,2020-12-24,카드구매
2666,구매/기타,(메카트로닉스공학과) 한유성 교수님 실험실습재료 구입2,127400,2020-12-24,카드구매
2667,구매/기타,(메카트로닉스공학과) 한유성 교수님 실험실습재료 구입3,92320,2020-12-24,카드구매
2668,구매/기타,각 대학 및 행정부서 사업 기념품 구매 견적 의뢰,2332000,2020-12-24,카드구매
2669,구매/기타,대외전략업무 운영 물품 구입,1047500,2020-12-24,카드구매
2670,구매/기타,[기계공학과]소모품 구입(20201216),10400,2020-12-24,카드구매
2671,구매/기타,전기공학과 실험실습재료 구입요구(32),308000,2020-12-24,카드구매
2672,구매/기타,[예술체육대학 조형예술학부]「ART SPACE IN 공모 특별기획展 4차」 현수막(일반수용비) 제작 구입,83000,2020-12-24,카드구매
2673,구매/기타,전기공학과 실험실습재료 구입요구(29),451000,2020-12-24,카드구매
2674,구매/기타,신소재공학과 실험실습재료 구입 (33),89900,2020-12-24,카드구매
2675,구매/기타,INU어학센터(외국어교육센터) 외국어강좌 홍보물 제작,240000,2020-12-24,카드구매
2676,구매/기타,(교비) 학과(전공)중심 진로취업 교육 영상 컨텐츠 개발 관련 현직자 멘토 및 학생 멘티 기념품(텀블러) 구입,717600,2020-12-24,카드구매
2677,구매/기타,입학관리과 상담실 및 회의실 운영을 위한 물품 구매,48240,2020-12-23,카드구매
2678,구매/기타,(임베디드시스템공학과)2020학년도 2학기 실험실습재료 구입,162600,2020-12-23,카드구매
2679,구매/기타,(생명과학전공)실험실습재료 구매(옥스포드 외 28종),365150,2020-12-23,카드구매
2680,구매/기타,무역학부 수업용 재료 구입,1040100,2020-12-23,카드구매
2681,구매/기타,[고교교육 기여대학 지원사업] 전공 및 진로 페스티벌 체험물품 구매(메카트로닉스공학과),3400000,2020-12-23,브룰레
2682,구매/기타,2020년 인천대학교 총동문회 정기총회 기념품 제작 의뢰,11000000,2020-12-23,디자인시선 주식회사
2683,구매/기타,[인문대학]복사용지 구입,218000,2020-12-23,카드구매
2684,구매/기타,외국대학방문 홍보 기념품 구매,2420000,2020-12-23,카드구매
2685,구매/기타,[영자신문사]명함 제작 및 지출,95700,2020-12-23,카드구매
2686,구매/기타,(유아.숲.자연교육학과)2020학년도 2학기 실험실습재료 구입,241800,2020-12-23,카드구매
2687,구매/기타,팩스 및 복합기 토너 구입,342130,2020-12-23,카드구매
2688,구매/기타,[예술체육대학 조형예술학부] 제37회 조형예술학부 졸업전시회 도록제작(학생지원비) 사용,4075500,2020-12-23,범아인쇄
2689,구매/기타,(건설환경공학과)2020학년도 2학기 실험실습재료 구입,885280,2020-12-23,카드구매
2690,구매/기타,Lexmark 컬러복합기(x950de) 인쇄용 잉크(검정 토너) 구매,127050,2020-12-22,카드구매
2691,구매/기타,[IPP형 일학습병행 사업] 행정소모품비 지출,800000,2020-12-22,카드구매
2692,구매/기타,학생지원과 프린터 토너 구매,549340,2020-12-22,(주)올인원시스템
2693,구매/기타,부서운영소모품(모니터 필름) 구입,497300,2020-12-22,카드구매
2694,구매/기타,정보기술대학원 홍보용품 구입,1999900,2020-12-22,카드구매
2695,구매/기타,신소재공학과 실험실습재료 구매(31),349500,2020-12-22,카드구매
2696,구매/기타,[고교교육 기여대학 지원사업] 전공 및 진로 페스티벌 체험물품 구매(생명과학부_교육용표본세트),4850000,2020-12-22,만천문화사
2697,구매/기타,경영대학원 발전계획 인쇄,750000,2020-12-22,카드구매
2698,구매/기타,(공통물리) 공통물리 실험재료 (SSD 외 4종) 구입,2025600,2020-12-22,카드구매
2699,구매/기타,교무과 학사행정을 위한 자동증명발급기용 소모품 구매,2088180,2020-12-22,카드구매
2700,구매/기타,자료정리용품 구입(청구기호라벨용지 등),7305000,2020-12-22,라이브플러스
2701,구매/기타,사무용 소모품 구입(무선마우스)_20201228,98400,2020-12-22,카드구매
2702,구매/기타,[불어불문]2020 기반교육뿌리강화사업_2차,135700,2020-12-22,카드구매
2703,구매/기타,사회복지학과 물품구입 1215,217400,2020-12-22,카드구매
2704,구매/기타,정책대학원 석사과정 학위증 케이스 제작,450000,2020-12-22,카드구매
2705,구매/기타,[독어독문] 독어독문학과 수업용 재료비 지출(6차),80300,2020-12-22,카드구매
2706,구매/기타,[예술체육대학 체육학부]2020년도 단과대학 기여사업에 따른 소모품비 지출,1361000,2020-12-21,카드구매
2707,구매/기타,[고교교육 기여대학 지원사업] 전공 및 진로 페스티벌 체험물품 구매(정치외교학과_도서류),3416400,2020-12-21,인천대학구내서점
2708,구매/기타,교무과 위원회 운영을 위한 소모품 구입(종이컵),28500,2020-12-21,대동사
2709,구매/기타,[중어중국] 외국인학생 유치 도서 구입비 지출,3542850,2020-12-21,인천대학구내서점
2710,구매/기타,(생명과학전공)실험실습재료(브라더 TN-2380) 구입,22900,2020-12-21,카드구매
2711,구매/기타,컴퓨터공학부 실습재료(SSD) 구입비 지출,144000,2020-12-21,카드구매
2712,구매/기타,융합과학기술원 인간유전체연구센터 소모품 구매,149760,2020-12-21,카드구매
2713,구매/기타,공용차량 방역(코로나) 용품 구입,480000,2020-12-21,카드구매
2714,구매/기타,중앙제어실 설비보수용 소모품 구입,3383680,2020-12-21,(주)동양상공사
2715,구매/기타,(화학과) 공통화학 실험실습재료 구입 (필터하우징),770000,2020-12-21,(주)인포바이오테크
2716,구매/기타,[소비자학과] 2020-2학기 소비자학과 전공 및 취업관련 자격증 취득을 위한 교재 구입의뢰,5156100,2020-12-21,(주)교보문고
2717,구매/기타,[인천국제개발협력센터] 일반수용비 지출,6200,2020-12-18,카드구매
2718,구매/기타,INU어학센터(외국어교육센터) 소모품 구입,281600,2020-12-18,카드구매
2719,구매/기타,교학실 체온계 구입,153800,2020-12-18,카드구매
2720,구매/기타,[도시공학과] 외국인 학부생 유치 활성화 수용비 사용(2)_20201222,224500,2020-12-18,카드구매
2721,구매/기타,(기계공학과)2020학년도 2학기 실험실습재료 구입,699250,2020-12-18,카드구매
2722,구매/기타,제증명발급 용지 구입 신청,2475000,2020-12-18,(주)광인사
2723,구매/기타,(영어영문학과)2020학년도 2학기 실험실습재료 구입,223500,2020-12-18,카드구매
2724,구매/기타,(출연금) 2020년 진로취업지도역량강화 워크샵 기념품 구입,5394000,2020-12-18,인천대학교소비자생활협동조합
2725,구매/기타,[인천국제개발협력센터] 일반수용비 지출,250000,2020-12-18,카드구매
2726,구매/기타,(교비) 학과(전공)중심 진로취업 교육 영상 컨텐츠 개발 관련 외장하드(1TB) 제작 구입,2134000,2020-12-18,카드구매
2727,구매/기타,학군단 사무용 물품 구입(복사용지),100000,2020-12-17,카드구매
2728,구매/기타,(체육진흥원)운동장 비품창고 도어락 등 구입,22000,2020-12-17,카드구매
2729,구매/기타,[대학혁신지원사업] 2020 Nano Degree 바이오공정 실습 재료 구매(Bioprocess Engineering 팀),4620000,2020-12-17,세진켐
2730,구매/기타,학군단 물품(블라인드) 구입,300000,2020-12-17,카드구매
2731,구매/기타,[중어중국] 외국인학생 유치 도서 구입비 지출,153720,2020-12-17,카드구매
2732,구매/기타,INU어학센터 부서운영 물품 구입,240830,2020-12-17,카드구매
2733,구매/기타,[정보통신공학과] 실험실습재료 구입(무선 데스크탑 세트외),1687600,2020-12-17,카드구매
2734,구매/기타,[대학혁신] FRU 지역혁신 플랫폼 구축 개발 사업 바이오/헬스 분야 연구활동을 위한 재료 구입 비용 지출,1499500,2020-12-16,카드구매
2735,구매/기타,노동조합 관련 회의 및 협상 준비를 위한 복사용지 구매,131400,2020-12-16,카드구매
2736,구매/기타,[동북아물류대학원]프린터 토너 구매,192600,2020-12-16,카드구매
2737,구매/기타,(건축학과 )2020학년도 2학기 실험실습재료 구입,901400,2020-12-16,카드구매
2738,구매/기타,(화학과) 공통화학 실험실습재료 구입 (복사용지 외 1종),231500,2020-12-16,카드구매
2739,구매/기타,융합과학기술원 인간유전체연구센터 소모품 구매,616000,2020-12-16,카드구매
2740,구매/기타,[동북아물류대학원] 원장(직무대리) 명함 제작,30000,2020-12-16,카드구매
2741,구매/기타,[인천국제개발협력센터] 소모품비(캡슐커피 구입비) 지출,116400,2020-12-16,카드구매
2742,구매/기타,(도시건설공학과)2020학년도 2학기 실험실습재료 구입,230000,2020-12-16,카드구매
2743,구매/기타,신소재공학과 실험실습재료 구입 (30) (계좌이체),481800,2020-12-16,주식회사 동양아이에프
2744,구매/기타,[대학혁신](스마트시티) 사무용품구매,1558300,2020-12-16,대동사
2745,구매/기타,[인천국제개발협력센터] 소모품비(캡슐커피 구입비) 지출,182690,2020-12-16,카드구매
2746,구매/기타,[인천국제개발협력센터] 일반수용비 지출,117270,2020-12-16,카드구매
2747,구매/기타,( 전자공학과 )2020학년도 2학기 실험실습재료 구입,414000,2020-12-16,카드구매
2748,구매/기타,[인천국제개발협력센터] 소모품(사무용품) 지출,415400,2020-12-16,카드구매
2749,구매/기타,(체육진흥원-시체육회)테니스부 훈련용품(스트링등) 구매,1880000,2020-12-16,카드구매
2750,구매/기타,학생지원과 보건진료소 인바디 프린터 토너 구입,330000,2020-12-16,카드구매
2751,구매/기타,(국비)에코백등 나눔행사 물품 구매,11000000,2020-12-16,한림인쇄기획
2752,구매/기타,[동북아물류대학원]A4복사용지 구매,436000,2020-12-16,카드구매
2753,구매/기타,[인천국제개발협력센터] 소모품(캡슐커피 구입) 지출,68760,2020-12-16,카드구매
2754,구매/기타,(체육진흥원-시체육회)테니스부 훈련용품(러닝화등) 구매,1346400,2020-12-16,카드구매
2755,구매/기타,(도시융.복합학과)2020학년도 2학기 실험실습재료 구입,360800,2020-12-16,카드구매
2756,구매/기타,[인천국제개발협력센터] 소모품(사무용품) 구입비 지출,171600,2020-12-16,카드구매
2757,구매/기타,(신문방송학과)2020학년도 2학기 실험실습재료 구입,43800,2020-12-15,카드구매
2758,구매/기타,감사팀 감사관련 사무용품 구매,22400,2020-12-15,카드구매
2759,구매/기타,창의인재개발학과 2020학년도 온라인 축제 경품 구매,1148200,2020-12-15,카드구매
2760,구매/기타,(정보통신공학과)2020학년도 2학기 실험실습재료 구입,227800,2020-12-15,카드구매
2761,구매/기타,기자대기실 운영 물품 구매,128700,2020-12-15,카드구매
2762,구매/기타,기계공학과 소모품 구입요청(20201202),436000,2020-12-15,카드구매
2763,구매/기타,대외전략과 부서운영 물품 구입,210400,2020-12-15,카드구매
2764,구매/기타,전기공학과 실험실습재료 구입요구(22),750000,2020-12-15,카드구매
2765,구매/기타,[전자공학과] 실험실습재료 구입(23),1331000,2020-12-15,카드구매
2766,구매/기타,(메카트로닉스공학과) 박상인 교수님 실험실습재료 구입2,160000,2020-12-15,카드구매
2767,구매/기타,전자공학과 자기설계세미나II 학생지원비 지출 요청,380000,2020-12-15,카드구매
2768,구매/기타,(생명.나노바이오공학과)2020학년도 2학기 실험실습재료 구입,482900,2020-12-15,카드구매
2769,구매/기타,창의인재개발학과 2020학년도 온라인 학술제 경품 구매,1601000,2020-12-15,카드구매
2770,구매/기타,[중어중국]수업용 재료비 지출,1336000,2020-12-15,카드구매
2771,구매/기타,기계공학과 소모품 구입(20201208),354740,2020-12-15,카드구매
2772,구매/기타,(생명과학과)2020학년도 2학기 실험실습재료 구입,834000,2020-12-15,카드구매
2773,구매/기타,전기공학과 실험실습재료 구입요구(24),85400,2020-12-15,카드구매
2774,구매/기타,(해양학과)2020학년도 2학기 실험실습재료 구입,435500,2020-12-15,카드구매
2775,구매/기타,[전자공학과] 2020-2 PBL교과목(캡스턴디자인) 운영에 따른 재료 구입(3차),867240,2020-12-15,카드구매
2776,구매/기타,(행정학과)2020학년도 2학기 실험실습재료 구입,128000,2020-12-15,카드구매
2777,구매/기타,(산업경영학과)2020학년도 2학기 실험실습재료 구입,200000,2020-12-15,카드구매
2778,구매/기타,(문헌정보학과)2020학년도 2학기 실험실습재료 구입,206400,2020-12-15,카드구매
2779,구매/기타,패션산업학과 실험실습 재료 구입(복합기토너 외),642000,2020-12-14,카드구매
2780,구매/기타,대학혁신사업단 사무용의자 보조물품 구입 비용 지출,134700,2020-12-14,카드구매
2781,구매/기타,[대학혁신] 선배들이 알려주는 교양교육 에세이 기념품 구입,150600,2020-12-14,카드구매
2782,구매/기타,공자학원 사무용품 구입,87600,2020-12-14,카드구매
2783,구매/기타,행사용 사무용품 구매(2020 미추홀포럼)_20201214,116960,2020-12-14,카드구매
2784,구매/기타,[예술체육대학 체육학부] 수용비 지출(삼성/HP토너),309800,2020-12-14,카드구매
2785,구매/기타,컴퓨터공학부 실습재료(볼펜 외 14종) 구입비 지출,577130,2020-12-14,카드구매
2786,구매/기타,[법학부] 물품 구매 견적,1500000,2020-12-14,카드구매
2787,구매/기타,[예술체육대학 운동건강학부] 자기설계세미나2 교과목 학생지원비 지출,633600,2020-12-14,카드구매
2788,구매/기타,[대학혁신]INU Great Books 프로그램 운영을 위한 에코백구입 비용 지출,2645720,2020-12-14,카드구매
2789,구매/기타,행사용 방역용품 구매(2020 스마트시티 심포지엄)_20201214,152000,2020-12-14,카드구매
2790,구매/기타,영선 소모품 구입의뢰(드릴 외),99000,2020-12-14,해천이엔씨(주)
2791,구매/기타,컴퓨터공학부 실습재료(SSD 외 1종) 구입비 지출,253000,2020-12-14,카드구매
2792,구매/기타,행사용 소모품 구매(2020 스마트시티 심포지엄)_20201214,90800,2020-12-14,카드구매
2793,구매/기타,(체육진흥원-시체육회)양궁부 훈련용품(스핀깃등) 구매,913309,2020-12-14,M.K Korea
2794,구매/기타,[대학혁신](빅데이터) 사무용품 구입,539300,2020-12-14,카드구매
2795,구매/기타,경영대학 학생 노무사합격 현수막 제작,120000,2020-12-14,카드구매
2796,구매/기타,[예술체육대학 운동건강학부] 자기설계세미나2 교과목 학생지원비 지출,321300,2020-12-14,카드구매
2797,구매/기타,[대학혁신] 코로나19와 차이나타운 일대일로 비대면 국제학술회의 포스터 제작,99000,2020-12-11,카드구매
2798,구매/기타,패션산업학과 실험실습 재료 구입(아세테이트 외 4종),363000,2020-12-11,삼화상회
2799,구매/기타,컴퓨터공학부 실습재료(배터리 외 14종) 견적 요청,112915,2020-12-11,카드구매
2800,구매/기타,2020 스마트시티 국제심포지엄 관련 기념품 제작비 지출_20201210,1501500,2020-12-11,카드구매
2801,구매/기타,스포츠센터 소모품 구입(10월),2034200,2020-12-11,주식회사 마리아트
2802,구매/기타,[대학혁신](중국 일대일로) 실내용 현수막 제작 및 설치,30000,2020-12-11,카드구매
2803,구매/기타,공보 관련 물품 구매 견적 의뢰,499500,2020-12-11,카드구매
2804,구매/기타,스포츠센터 수영장 응집제 구입(11월분),770000,2020-12-11,(주)대성케미칼
2805,구매/기타,[대학혁신] 코로나19와 차이나타운 일대일로 비대면 국제학술회의 자료집 제작,231660,2020-12-11,카드구매
2806,구매/기타,컴퓨터공학부 실습재료(라즈베리파이 외 7종) 견적 요청,288417,2020-12-11,카드구매
2807,구매/기타,전기공학과 실험실습재료 구입요구(25),1400000,2020-12-10,카드구매
2808,구매/기타,제7회 중국어 말하기 대회 상장 용지 구입,35000,2020-12-10,카드구매
2809,구매/기타,(전기공)2020학년도 2학기 PBL교과목(캡스톤)재료비 지출요청_11월,1402422,2020-12-10,카드구매
2810,구매/기타,국제지원센터 부서물품 견적의뢰,28500,2020-12-10,카드구매
2811,구매/기타,[메카트로닉스공학과] 2020년 EATED 프로그램 재료비 지출(11월),421050,2020-12-10,카드구매
2812,구매/기타,'에너지화공인의 밤' 학술제 진행에 따른 경품 구매(학술제행사지원비),1425900,2020-12-10,카드구매
2813,구매/기타,[예술체육대학 조형예술학부]「ART SPACE IN 공모 특별기획展 1차」 현수막(일반수용비) 제작 구입,66000,2020-12-10,애드뷰
2814,구매/기타,[도시건축학부] 실험실습재료 구입(설계재료)_20201209,905600,2020-12-10,카드구매
2815,구매/기타,전기공학과 실험실습재료 구입요구(20),407600,2020-12-10,카드구매
2816,구매/기타,정치외교학과 방역물품(마스크 및 소독제)구매 요청,470250,2020-12-10,카드구매
2817,구매/기타,(물리학과)2020학년도 2학기 실험실습재료 구입,252900,2020-12-10,카드구매
2818,구매/기타,소비자학과 실험실습 재료 구입 -AA건전자 외 18종,623220,2020-12-10,카드구매
2819,구매/기타,(생명과학전공)실험실습재료(새둥지 쪼롱이집) 구입,56000,2020-12-10,카드구매
2820,구매/기타,(생명과학전공)실험실습재료(먼슬리 매트) 구입,15300,2020-12-10,카드구매
2821,구매/기타,[예술체육대학 운동건강학부] 자기설계세미나2 교과목 학생지원비 지출,270900,2020-12-10,카드구매
2822,구매/기타,(신소재공학과)2020학년도 2학기 실험실습재료 구입,279000,2020-12-10,카드구매
2823,구매/기타,INU어학센터 강의준비용품 구입,224900,2020-12-10,카드구매
2824,구매/기타,2020학년도 졸업증서(학위증) 케이스 및 내지 제작(2차 견적의뢰),9160000,2020-12-10,예일문화사
2825,구매/기타,[기계공학과] 2020 EATED프로그램 재료비 지출(11월),561400,2020-12-10,카드구매
2826,구매/기타,기초교육원 부서운영 소모품 구입,70700,2020-12-10,카드구매
2827,구매/기타,2020-2학기 안전공학과 PBL 교과목운영에 따른 재료 구입(11월),986090,2020-12-10,카드구매
2828,구매/기타,(화학과)2020학년도 2학기 실험실습재료 구입,643720,2020-12-10,카드구매
2829,구매/기타,무역학부 실험실습재료 구입,831800,2020-12-10,카드구매
2830,구매/기타,(에너지화학공학과) EATED 재료비 지출(11월),421050,2020-12-10,카드구매
2831,구매/기타,[일어일문]학과 수업용재료 구입,1149500,2020-12-10,카드구매
2832,구매/기타,"(체육진흥원-시체육회)탁구부 훈련용품(탁구공,팬츠) 구매",6320000,2020-12-09,주식회사 닛타쿠코리아
2833,구매/기타,교무과 부서원 명함 구입(5개),75000,2020-12-09,애원 디자인
2834,구매/기타,시설 유지관리 소모품 구입(키걸고리 외1종),264000,2020-12-09,카드구매
2835,구매/기타,(체육진흥원)운동장 열쇠 제작,21000,2020-12-09,카드구매
2836,구매/기타,(체육진흥원-2020대학운동부평가및지원사업)사격부 훈련용품(에어통등) 구매,1400000,2020-12-09,카드구매
2837,구매/기타,부서운영 소모품 구매,135000,2020-12-09,카드구매
2838,구매/기타,(체육진흥원)행정실 사무용품 견적 의뢰,66500,2020-12-09,카드구매
2839,구매/기타,(생명공학전공)실험실습재료(StaySafe Nucleic Acid Gel Stain 외 2건) 구입,152900,2020-12-09,카드구매
2840,구매/기타,K-MOOC 온라인 특강 개최에 따른 아크릴 소품 제작,910000,2020-12-09,아크릴타운
2841,구매/기타,학생지원과 방역물품 구입(보건진료소 배부용 비접촉체온계),5248000,2020-12-09,(주)동진팜
2842,구매/기타,학생지원과 보건진료소 의료물품 구입(핸드타올 외),195000,2020-12-08,카드구매
2843,구매/기타,도서관 정수기 종이컵 구매,1032000,2020-12-08,카드구매
2844,구매/기타,K-MOOC 운영 물품 구입,547400,2020-12-08,카드구매
2845,구매/기타,전기공학과 실험실습재료 구입요구(23),717000,2020-12-08,카드구매
2846,구매/기타,(산업경영공학과) 2020학년도 2학기 PBL교과목(시스템종합설계) 재료비 지출(#1),33000,2020-12-08,카드구매
2847,구매/기타,전기공학과 실험실습재료 구입요구(21),913500,2020-12-08,카드구매
2848,구매/기타,2020-2학기 메카트로닉스공학과 PBL 교과목 운영에 따른 재료 구입(11월),2121740,2020-12-08,카드구매
