번호,구분,계약명,계약금액,계약일,계약상대자
840,구매/기타,(화학과) 실험실습재료 구입(뷰렛 외 4종),1961355,2021-10-18,카드구매
841,구매/기타,[예술체육대학 조형예술학부] 수시 정물 및 모델복장 (입시경비) 구입,1869910,2021-10-18,카드구매
842,구매/기타,[해양학과] 자연과학대학 캡스톤디자인 실험실습비 지출 요청(10X TBE buffer 등),299860,2021-10-18,카드구매
843,구매/기타,[IPP형 일학습병행 사업] 전산소모품 구입(벨트 외 부품),594000,2021-10-17,카드구매
844,구매/기타,[IPP형 일학습병행 사업] 전산소모품 구입(토너 외),1903000,2021-10-17,카드구매
845,구매/기타,[기계공학과] 학부생연구경진대회 재료 구입 요청,2065500,2021-10-16,카드구매
846,구매/기타,[산업경영공학과]실험실습재료 구매(20),555600,2021-10-15,카드구매
847,자산,(생명과학부)대학혁신지원사업-창의융합 협업공간 구축을 위한 기자재 구입 계약의뢰(실체현미경),4954400,2021-10-15,델타바이오
848,구매/기타,[예술체육대학 운동건강학부] 레토 2.5형 외장하드(2TB) 지출,94300,2021-10-15,카드구매
849,구매/기타,스포츠센터 수중청소용 스타킹 견적의뢰,85000,2021-10-15,카드구매
850,자산,[전자] 실험실습기자재(SW_Net-Class) 구입 요청,1650000,2021-10-15,카드구매
851,구매/기타,[인문대학]사무실 방역 물품 구입,107000,2021-10-15,카드구매
852,용역,안내사인 제작 및 수정(인문대학 교수연구실 등),1258950,2021-10-15,영일사
853,구매/기타,컴퓨터공학부 재료비(화상카메라 외 2종) 구입비 지출,840000,2021-10-15,카드구매
854,구매/기타,안전공학과 실험실습재료 구입요구(21),524900,2021-10-15,카드구매
855,구매/기타,[예술체육대학 공연예술학과] 수업용 재료 수성 페인트 구입,88000,2021-10-15,카드구매
856,구매/기타,안전공학과 실험실습재료 구입요구(20),543500,2021-10-15,카드구매
857,구매/기타,컴퓨터공학부 재료비(라즈베리파이 외 2종) 구입비 지출,196400,2021-10-15,카드구매
858,구매/기타,(통합)2021-2 기숙사 중간고사기간 간식배부 행사 물품 구입,9495000,2021-10-15,인천대학교소비자생활협동조합
859,구매/기타,전략평가팀 사무용 컴퓨터주변기기 구입 요청,302270,2021-10-15,카드구매
860,구매/기타,제 13회 기초과학 국제공동심포지움 브로셔 제작,440000,2021-10-14,카드구매
861,자산,[예술체육대학 조형예술학부]컴퓨터_32GB(교육용기자재)구입,2890000,2021-10-14,카드구매
862,용역,정압기실 도시가스 가스누설경보기 수리,440000,2021-10-14,카드구매
863,자산,[예술체육대학 조형예술학부] 인텔 cpu탑재 컴퓨터_64GB(교육용기자재)구입,2990000,2021-10-14,카드구매
864,자산,임베디드시스템공학과 SW 구입요청(캠타시아),290950,2021-10-14,카드구매
865,구매/기타,2022학년도 수시모집(재외국민 특별전형 포함) 운영용 USB 구입,172800,2021-10-14,카드구매
866,구매/기타,생활원 제1기숙사 할로윈 이벤트 물품 구매,107500,2021-10-14,카드구매
867,용역,송도캠퍼스 2호관(교수회관) 냉난방 순환펌프 수리,1482800,2021-10-14,카드구매
868,구매/기타,(공모예산) (화학과) 2021년도 학부생 첨단장비 체험사업 실험실습비 지출_김태현 교수님(유기합성실험실)_Petri Dish 외 9종,479600,2021-10-14,카드구매
869,구매/기타,제 13회 기초과학 국제공동심포지움 포스터 제작,430000,2021-10-14,카드구매
870,용역,2021 대학요람 제작 계약 의뢰,6127500,2021-10-13,한림인쇄기획
871,자산,[대학혁신]INU Makerspace 장비 구매 신청(히팅건),212000,2021-10-13,카드구매
872,구매/기타,에너지화학공학과) 실험실습재료(테프론 튜브외 2종) 구입 요구(6),51150,2021-10-13,카드구매
873,구매/기타,컴퓨터공학부 재료비(메모리 외 26종) 구입비 지출,2867970,2021-10-13,카드구매
874,용역,23호관 변압기 온도 및 팬 컨트롤러 보수작업,1613000,2021-10-13,세운전기공사주식회사
875,구매/기타,(체육진흥원) 현수막 제작 (배드민턴부 정향누리대회 우승),60000,2021-10-13,카드구매
876,구매/기타,(패션산업학과) 실험실습 재료 구입 (양초),32000,2021-10-13,카드구매
877,구매/기타,안전공학과 실험실습재료 구입요구(18),88310,2021-10-13,카드구매
878,구매/기타,자연과학대학 인천대-인천시교육청 업무협약식 진행을 위한 현수막 제작 구매 신청,50000,2021-10-13,카드구매
879,용역,터보냉동기 수리,8930000,2021-10-13,명성공조시스템
880,용역,캠퍼스 시설물 보수,2860000,2021-10-13,우림CNC
881,구매/기타,(공통물리) 공통 물리실험재료(리빙박스)구입 지출 요청,189000,2021-10-13,카드구매
882,구매/기타,기계공학과 소모품 구입의뢰(20210923),24000,2021-10-13,카드구매
883,용역,14호관 복도 조명기구 보수 작업,5912800,2021-10-13,주식회사 제이앤비이엔지
884,자산,[무역학부] 교육용 비품(투명유리 칠판) 구입[202100006854유찰건],231000,2021-10-13,카드구매
885,구매/기타,(패션산업학과) 실험실습 재료 구입 (실험복),96000,2021-10-13,카드구매
886,구매/기타,[도시건축학부] 실험실습재료 구입(콘크리트),375000,2021-10-12,카드구매
887,용역,송도캠퍼스 제1기숙사(18호관) 32호기 메인로프 커팅 작업,1100000,2021-10-12,카드구매
888,용역,급수펌프 수리,1628000,2021-10-12,카드구매
889,자산,[생활스포츠지도사연수원]노트북(15인치),1311920,2021-10-12,카드구매
890,용역,"2022학년도 수시모집 체육계열 실기고사용 무전기, 기가폰 렌탈",660000,2021-10-12,카드구매
891,구매/기타,(체육진흥원-시체육회)사격부 훈련용품(사격복) 구매,3872000,2021-10-12,사격인의 집
892,용역,"송도캠퍼스 2호관, 4호관 펌프패키지 터치패널 교체 수리",2299000,2021-10-12,카드구매
893,구매/기타,[예술체육대학 체육학부]높이조절식 접이식 크로스허들 구입,730000,2021-10-12,카드구매
894,구매/기타,[예술체육대학체육학부]농구공 외 1종 구입,1347750,2021-10-12,카드구매
895,구매/기타,[예술체육대학 운동건강학부] 에너자이저 알카라인 건전지 패밀리팩(AAA) 외 7종 지출,219900,2021-10-12,카드구매
896,구매/기타,[예술체육대학 조형예술학부] 2021 조형예술학부 재학생 과제展 행사를 위한 작품제작물품(부영캔버스 아사천;서양화전공) 구입,2888200,2021-10-12,카드구매
897,용역,2022학년도 정시모집요강 책자 제작,14765850,2021-10-12,주식회사 동양인쇄사
898,구매/기타,입시홍보용 명함 제작,38000,2021-10-12,카드구매
899,구매/기타,복합기 소모품 교체 및 수리비 지출,88000,2021-10-12,카드구매
900,구매/기타,생활원 제1기숙사 몰래카메라 탐지기 구매,199000,2021-10-12,카드구매
901,구매/기타,[예술체육대학 운동건강학부] 빅터 셔틀콕 지출,931200,2021-10-12,카드구매
902,구매/기타,기초교육원 부서운영 소모품 구입,80570,2021-10-12,카드구매
903,구매/기타,2021 인천시민대학 교육과정 운영 필요물품 구입,77000,2021-10-12,카드구매
904,구매/기타,생활원 제1기숙사 K급 소화기 구매,125000,2021-10-12,카드구매
905,구매/기타,(나노바이오전공)실험실습재료(Mouse/Rat Leptin ELISA kit외 1종) 구입,2195000,2021-10-08,카드구매
906,구매/기타,국외 전자책(eBook) 신간자료 구입,18900000,2021-10-08,프로퀘스트인포메이션앤러닝리미티드(영업소)
907,구매/기타,교무과 트라이버시티 사업 운영을 위한 소모품 구입(A4 등))[202100006843유찰건],80000,2021-10-08,카드구매
908,구매/기타,[도시과학대학]인천대-iH MOU 체결에 따른 현수막 제작,50000,2021-10-08,카드구매
909,구매/기타,부서운영 물품 구매,46910,2021-10-08,카드구매
910,구매/기타,컴퓨터공학부 재료비(메인보드 외 29종) 구입비 지출,2813950,2021-10-08,카드구매
911,구매/기타,기자재 가스 구입(NMR액체질소),500500,2021-10-08,어드밴사이언테크
912,자산,공자학원 사무실 냉장고 구매,514980,2021-10-08,카드구매
913,구매/기타,제 13회 기초과학연구소 국제공동심포지움 종이봉투 제작,170500,2021-10-08,카드구매
914,구매/기타,(에너지화학공학과) EATED 재료비 지출(9월),47400,2021-10-08,카드구매
915,자산,비대면회의 장비 구입[202100006425유찰건],5828200,2021-10-08,인천대학교소비자생활협동조합
916,구매/기타,2021년 신소재공학과 EATED 프로그램 재료비 지출(9월),457000,2021-10-08,카드구매
917,용역,INU 메타버스 러닝 및 우수강의평가 교수법 특강 영상 제작,3190000,2021-10-08,또뜨넬마(totunelma)
918,구매/기타,제 13회 기초과학 국제공동심포지움 현수막 제작,120000,2021-10-07,카드구매
919,공사,(생명과학부)대학혁신지원사업-창의융합 협업공간 구축을 위한 계약의뢰(환경공사),29950800,2021-10-07,주식회사 혜승
920,구매/기타,제 13회 국제공동심포지움 종이봉투(무지) 구매,59500,2021-10-07,카드구매
921,구매/기타,제 13회 기초과학 국제공동심포지움 사무용품 구매,434900,2021-10-07,카드구매
922,구매/기타,안전공학과 실험실습재료 구입요구(17),94600,2021-10-07,카드구매
923,구매/기타,(체육진흥원-시체육회)테니스부 훈련용품(티셔츠등) 구매,2643000,2021-10-07,썬스포츠
924,구매/기타,복합기 소모품 교체에 따른 비용 지출,231000,2021-10-07,카드구매
925,구매/기타,경영대학(원) 탕비실 작업용 장갑 구매,22500,2021-10-07,카드구매
926,공사,(생명과학부)대학혁신지원사업-창의융합 협업공간 구축을 위한 계약의뢰(전기공사),14400000,2021-10-07,서해전기공사
927,구매/기타,[예술체육대학 조형예술학부] 대면수업관련 방역물품(체온계) 구입,430400,2021-10-06,(주)동양상공사
928,구매/기타,생활원 제1기숙사 멀티탭 구매,107500,2021-10-06,카드구매
929,자산,(생명과학부)대학혁신지원사업-창의융합 협업공간 구축을 위한 기자재 구입 계약의뢰(전자칠판),5950000,2021-10-06,세이갤러리
930,자산,[안전공학과]2021년 교육용기자재 구입요구(연구용PC 및 연구용모니터),9000000,2021-10-06,(주)컴퓨존
931,구매/기타,2021년 인천시민대학 지정 및 운영지원 사업(해양 문화 아카데미) 교재 제작,617760,2021-10-06,카드구매
932,자산,생활스포츠지도사연수원)노트북,2200000,2021-10-06,카드구매
933,구매/기타,[예술체육대학 공연예술학과] 재료(원바이외 3종) 구입,1492700,2021-10-06,엔에프우드
934,구매/기타,(생명과학부)실험실습재료(모세관) 구입,84480,2021-10-06,카드구매
935,구매/기타,2021-2학기 창업프로젝트 실습(2) 실험실습비 지출(5차),225920,2021-10-06,카드구매
936,구매/기타,렉스마크 CX920 토너구입 비용 지출,1280000,2021-10-06,카드구매
937,용역,[총학생회] 가을 축제 홈페이지 구축 용역 시행,9020000,2021-10-06,주식회사 쓰리애니아이앤시
938,구매/기타,컴퓨터공학부 재료비(건전지 외 29종) 구입비 지출,898200,2021-10-06,카드구매
939,구매/기타,[해양학과] 자연과학대학 실험실습비 지출 요청(헤드랜턴),118000,2021-10-06,카드구매
940,구매/기타,[기계공학과] 학부생연구경진대회 재료 구입 요청,80300,2021-10-05,카드구매
941,구매/기타,[예술체육대학 운동건강학부] 우수졸업생 동판 제작 지출,55800,2021-10-05,카드구매
942,구매/기타,명함 제작,40000,2021-10-05,카드구매
943,자산,[건설환경공학전공]교육용 소프트웨어 구입,729527,2021-10-05,카드구매
944,용역,2021년도 현업근로자 특수건강진단 시행,469700,2021-10-05,카드구매
945,구매/기타,[예술체육대학 조형예술학부]「2021년 INU 송도캠퍼스 비전의 실현을 향한 교내 미술작품 임대 사업(4차)」작품제작비(일반수용비)_쉴드스페셜 유화물감 set 외 1종,1793550,2021-10-05,오피스디포
946,구매/기타,전기공학과 실험실습재료 구입요구(24),773430,2021-10-05,카드구매
947,구매/기타,도서관 소모품 구매,97580,2021-10-05,카드구매
948,구매/기타,(생명과학전공)실험실습재료(귀뚜라미 외 1종) 구입,36200,2021-10-05,카드구매
949,구매/기타,[예술체육대학 디자인학부]2021년도 디자인학부 졸업전시회 행사비(도록제작) 지출,7500000,2021-10-05,팩토리비
950,구매/기타,[예술체육대학 조형예술학부] 실크스크린 나무틀 구입,114400,2021-10-05,삼성스크린재료
951,구매/기타,(공모예산) (화학과) 2021년도 학부생 첨단장비 체험사업 실험실습비 지출_임태은 교수님(이차전지연구실)_Boat combustion 외 4종,464970,2021-10-05,카드구매
952,구매/기타,[기계공학과] 공과대학 연구실(LAB) 홍보영상 제작비(수용비) 지출,400000,2021-10-05,카드구매
953,구매/기타,(체육진흥원) 현수막 제작 (2021 세계양궁선수권대회 2관왕),180000,2021-10-05,카드구매
954,용역,기계공학과 실험장비 도비작업 지출 요청(20210930),1700000,2021-10-05,카드구매
955,구매/기타,[예술체육대학 운동건강학부] 현수막 제작 지출,38500,2021-10-05,카드구매
956,구매/기타,[환경공학전공]실험실습비 구입(세단기 외),633100,2021-10-05,카드구매
957,공사,생활원 제1기숙사 호실 도배 공사,1750100,2021-10-05,카드구매
958,자산,임베디드시스템공학과 교육용 기자재 구매,399000,2021-10-05,카드구매
959,자산,(생명과학전공)비품(3단이동서랍장 외 7종) 구입,1206800,2021-10-05,카드구매
960,용역,2022학년도 수시 실기고사 발열체크 텐트 등 렌탈,2244000,2021-10-05,카드구매
961,용역,감지기 및 방화셔터 보수 (10월),5767300,2021-10-05,(주)중앙소방이앤지
962,구매/기타,교원 제증명서 발급 용품구입(a4용지),319200,2021-10-05,카드구매
963,구매/기타,[예술체육대학 디자인학부] DP 케이블외 2종 구입,76320,2021-10-05,카드구매
964,용역,[대학혁신]인천대 총학생회 모바일 커뮤니티 플랫폼 구축 용역 시행,20000000,2021-10-05,(주)더블루캔버스
965,구매/기타,[불어불문] 2021 불어불문학과 수업용재료비 지출 (수정),82780,2021-10-05,카드구매
966,구매/기타,(메카트로닉스공학과) 박상인 교수님 실험실습재료 구입1,1998000,2021-10-01,카드구매
967,구매/기타,(메카트로닉스공학과)실험실습재료 구입3,178700,2021-10-01,카드구매
968,용역,전력선통신 FCU 제어기 수리,770000,2021-10-01,(주)스피드테크
969,구매/기타,트라이버시티 성인강좌 홍보를 위한 홍보물 구매,900000,2021-10-01,카드구매
970,용역,2022학년도 신입학 및 편입학 실기고사 전자 평가 시스템 렌탈 및 유지 보수,6600000,2021-10-01,주식회사 포에듀
971,구매/기타,경영대학(원) 학장님실 프린트기 토너 구매,457500,2021-10-01,카드구매
972,구매/기타,[해양학과] 자연과학대학 실험실습비 지출 요청(선후드 겸용 확장홀더듈),100000,2021-10-01,카드구매
973,용역,"8호관,9호관 요청 전기작업",2350000,2021-10-01,주식회사 범진아이앤씨
974,용역,인천대학교 행복기숙사(연합) 건립 사업타당성 검토 용역 시행,18997000,2021-10-01,계영이노베이션
975,구매/기타,[해양학과] 자연과학대학 실험실습비 지출 요청(아이스박스),103000,2021-10-01,카드구매
976,구매/기타,(생명과학전공)실험실습재료(지퍼백 외 12종) 구입,1988800,2021-10-01,카드구매
977,자산,[전자] 교육용기자재(노트북) 구입 요청,2499000,2021-10-01,카드구매
978,자산,[해양학과] 자연과학대학 교육연구기자재 구입 지출 요청 (태블릿PC),440000,2021-10-01,카드구매
979,구매/기타,[산업경영공학과]2021년 INU창의적 종합설계 경진대회 재료비 지출,337130,2021-10-01,카드구매
980,용역,송도캠퍼스 시설물 유지보수,2882000,2021-10-01,인정기업
981,구매/기타,정보기술대학 물품 구매 지출,168000,2021-10-01,카드구매
982,자산,자석식 칼라 유리보드 제작,770000,2021-10-01,다산교구
983,구매/기타,[도시건축학부] 실험실습재료 구입(스트레인게이지),716100,2021-09-30,카드구매
984,구매/기타,컴퓨터공학부 재료비(키보드 외 40종) 구입비 지출,2984160,2021-09-30,카드구매
985,구매/기타,2022학년도 수시모집 공연예술학과 실기고사(연기1차)용 외장하드 구매,139800,2021-09-30,카드구매
986,자산,사범대학 교육용기자재(PC) 구입,11410200,2021-09-30,인천대학교소비자생활협동조합
987,자산,[예술체육대학 디자인학부]교육 연구용 기자재(모니터) 구매,9156000,2021-09-30,인천대학교소비자생활협동조합
988,구매/기타,전기공학과 실험실습재료 구입요구(23),844250,2021-09-30,카드구매
989,용역,2022학년도 수시모집 실기고사용 장비 렌탈,1435500,2021-09-30,카드구매
990,자산,[건설환경공학전공]2021-2 전임교원 신규임용에 따른 책상 외 3종 구입,1193000,2021-09-30,카드구매
991,구매/기타,[국제개발협력센터] 부서운영 다과구입,201040,2021-09-30,카드구매
992,구매/기타,[예술체육대학 조형예술학부] 정왁구 10호 F형 구입_기초회화,243100,2021-09-30,선양화구/이수현
993,자산,[건설환경공학전공]2021-2 전임교원 신규임용에 따른 레이저 복합기 구입(수정),388000,2021-09-30,카드구매
994,구매/기타,[예술체육대학 조형예술학부] 유성색연필 외 6종 구입,201300,2021-09-30,카드구매
995,구매/기타,[국제개발협력센터] 홍보물품(장우산) 제작,880000,2021-09-30,카드구매
996,구매/기타,[동북아국제통상학부] 2021-2학기 자기설계세미나 학생지원비 지출,197600,2021-09-30,카드구매
997,구매/기타,[도시건축학부] 실험실습재료 구입(반코팅 장갑 외),266000,2021-09-30,카드구매
998,자산,(생명과학부)대학혁신지원사업-창의융합 협업공간 구축관련 비품 구입,46277000,2021-09-30,세이갤러리
999,구매/기타,제1회 한·중 노래경연대회 기념품 구매,396000,2021-09-30,카드구매
1000,구매/기타,컴퓨터공학부 재료비(노트 외 16종) 구입비 지출,347400,2021-09-30,카드구매
1001,구매/기타,타공게시판 제작,600000,2021-09-30,카드구매
1002,구매/기타,[도시건축학부] 실험실습재료 구입(트레이싱지),300000,2021-09-30,카드구매
1003,용역,2021-2학기 코로나19 일상방역소독 용역 계약의뢰,19800000,2021-09-30,선문그린존 주식회사
1004,용역,폐기물(시약) 위탁처리 계약,13000000,2021-09-30,인성코퍼레이션(주)
1005,자산,[건설환경공학전공]2021-2 전임교원 신규임용에 따른 모니터 구입(수정),259000,2021-09-30,카드구매
1006,구매/기타,(공통물리) 공통 물리실험재료(UTP케이블 외 17종)구입 지출 요청,651510,2021-09-30,카드구매
1007,구매/기타,스포츠센터 약품 응집제 구입,770000,2021-09-29,(주)대성케미칼
1008,구매/기타,제13회 기초과학국제공동심포지움 방역물품 구입,125000,2021-09-29,카드구매
1009,구매/기타,소비자학과 실험실습 재료 구입 - 마이크스펀지 외 9종,1676000,2021-09-29,카드구매
1010,구매/기타,제 13회 기초과학 국제공동심포지움 행사준비물품 구입,136560,2021-09-29,카드구매
1011,자산,제 13회 기초과학 국제공동심포지움 온라인 물품 구매,185000,2021-09-29,카드구매
1012,구매/기타,기자재 가스 구입(NMR액체헬륨충전),950400,2021-09-29,어드밴사이언테크
1013,구매/기타,[예술체육대학 공연예술학과] 접이식 이동 카트 구입,151200,2021-09-29,카드구매
1014,자산,(해양학과) 자연과학대학 교육연구기자재 구입 지출 요청 (초저온냉동고),11880000,2021-09-28,엔터바이오
1015,구매/기타,사무용품 구입,53500,2021-09-28,카드구매
1016,구매/기타,평생교육원 배너 및 현수막 제작,670000,2021-09-28,카드구매
1017,구매/기타,(공모예산) (화학과) 2021년도 학부생 첨단장비 체험사업 실험실습비 지출_강동구 교수님(나노바이오실험실)_ADVANTEC Paper Disc 외 5종,487410,2021-09-28,카드구매
1018,구매/기타,(생명과학부)실험실습재료(아세톤 외 2종) 구입,53100,2021-09-28,카드구매
1019,자산,[대학혁신]임베디드시스템공학과 창의융합 협업공간 구축울 위한 기자재 구입,16370000,2021-09-28,세이갤러리
1020,구매/기타,경영학부 실험실습비 지출 요청(2021.09.27),2301160,2021-09-28,카드구매
1021,자산,전자칠판 (이동식스탠드 포함) 구입,3096090,2021-09-28,카드구매
1022,구매/기타,인력개발팀 부서운영을 위한 사무용품(책상유리) 구매,77000,2021-09-28,카드구매
1023,구매/기타,2021년도 보수교육 원장 심화교육 교재 제작,840000,2021-09-28,카드구매
1024,구매/기타,안전공학과 실험실습재료 구입요구(16),105530,2021-09-28,카드구매
1025,구매/기타,노동조합 관련 회의 및 협상준비를 위한 복사용지 구매,92000,2021-09-28,카드구매
1026,구매/기타,AV시스템 유지보수용 부품 및 소모성자재 구입[202100006642유찰건][202100006693유찰건],14857700,2021-09-28,(주)시트론정보통신
1027,구매/기타,사무용 소모품 구매(양면테이프 외)_20210916,39100,2021-09-28,카드구매
1028,구매/기타,화상회의를 위한 웹카메라 구입,59300,2021-09-28,카드구매
1029,자산,[도시건축학부] 신임교원 행정용 비품(2),1300000,2021-09-28,카드구매
1030,자산,[전기공학과]교육용 소프트웨어(제어실습소프트웨어) 구매(3),14068000,2021-09-27,(주)한컴MDS
1031,용역,인천대학교 환경미화원 휴게실 환기설비 작업 시행,3200000,2021-09-27,카드구매
1032,구매/기타,컴퓨터공학부 실습재료(케이블 외 17종) 구입비 지출,2503810,2021-09-27,카드구매
1033,구매/기타,[인문대학]수업 물품 구입,89000,2021-09-27,카드구매
1034,용역,[고교교육 기여대학 지원사업]면접 가이드 영상 촬영 및 제작 계약 의뢰,10000000,2021-09-27,(주)트루빈스
1035,구매/기타,컴퓨터공학부 실습재료(포스트잇 외 9종) 구입비 지출,262650,2021-09-27,카드구매
1036,자산,[산업경영공학과]교육용비품 구입(2),130900,2021-09-27,카드구매
1037,구매/기타,[예술체육대학 조형예술학부] 실크샤 외 3종 구매를 위한 견적의뢰_판화수업(1),140300,2021-09-27,카드구매
1038,자산,전자공학과 교육용SW(TCAD 2종) 구입 요청,10406000,2021-09-27,(주)실바코코리아
1039,용역,2021년도 국정감사 관련 국회공통요구자료 제출을 위한 USB 구입 및 의원별 요구자료 제작 인쇄 계약의뢰,6556000,2021-09-27,원스톱디자인
1040,구매/기타,인력개발팀 부서운영을 위한 사무용품 구매,88900,2021-09-27,카드구매
1041,구매/기타,[전자공학과] 실험실습재료 구매 요청 11,830300,2021-09-24,카드구매
1042,구매/기타,[신소재공학과] 실험실습재료 구매요청 #21,79140,2021-09-24,카드구매
1043,구매/기타,[예술체육대학 조형예술학부] 스컬피(실험실습비) 구입_3학년드로잉,170000,2021-09-24,카드구매
1044,자산,"[예술체육대학 디자인학부] 신임교원 행정용 비품(의자,책장,소파) 구매",893990,2021-09-24,카드구매
1045,구매/기타,"(교비) 신문방송학과 수업용 재료(실험실습비) 구매(잉크토너 외 3종, 11만원 이하)",107000,2021-09-24,카드구매
1046,자산,[대학혁신](스마트시티) 연구기자재 구입 (시놀로지 DS2419+II 아이언울프 8TBx12EA)[202100006420유찰건],5990000,2021-09-24,인천대학교소비자생활협동조합
1047,구매/기타,전기공학과 실험실습재료 구입요구(21),640400,2021-09-24,카드구매
1048,공사,생활원 제1기숙사 천정배관 고정행거 설치 공사,715000,2021-09-24,에코(디엔씨)
1049,구매/기타,[산업경영공학과]실험실습재료 구입(19),100000,2021-09-24,카드구매
1050,용역,국제지원센터 홈페이지 유지보수 용역 계약 의뢰(6-8월),450000,2021-09-24,(주)애니호스트
1051,구매/기타,(생명과학전공)실험실습재료(귀뚜라미) 구입,19800,2021-09-24,카드구매
1052,구매/기타,2022학년도 수시 실기고사 방역물품 구입,3273000,2021-09-24,카드구매
1053,용역,INU 메타버스 교육 안내 영상 제작 계약 의뢰,5000000,2021-09-24,웬즈데이(주)
1054,자산,[예술체육대학 운동건강학부] 2021년 교육용 기자재 구입(진탕기),410000,2021-09-24,카드구매
1055,구매/기타,[예술체육대학 조형예술학부] 아크릴 리무버 외 4종 구입_한지조형실기,141800,2021-09-24,카드구매
1056,자산,커피머신 구입,377115,2021-09-23,카드구매
1057,구매/기타,대학 방문 외빈 기념품 구매,14850000,2021-09-23,(주)오르망
1058,구매/기타,캠퍼스 유지관리 소모품 구매(예초기줄뭉치 외),1968120,2021-09-23,카드구매
1059,용역,[대학혁신지원사업] 학생역량관리시스템 3단계 구축,50000000,2021-09-23,(주)싸이웍스
1060,자산,"[동북아물류대학원]2021-2학기 신임교원 비품 구매(책장,회의실의자)",326750,2021-09-23,카드구매
1061,구매/기타,(공모) 물리학과 2021년 첨단장비 체험 지원 사업 실험실습비 지출(IZO target외2종)-나노광전자소자연구실,480000,2021-09-23,카드구매
1062,용역,i-Health+ 특성화 사업단 계획서 책자 제작,260000,2021-09-23,카드구매
1063,용역,송도캠퍼스 대학본부 3층 여자화장실 비데 수리,197100,2021-09-23,카드구매
1064,용역,집단연구 지원정책 수립을 위한 용역 계약 의뢰,22000000,2021-09-23,한국생산성본부
1065,자산,[대학혁신] 메카트로닉스공학과 창의융합 협업공간 비품구입1,26419120,2021-09-23,이솔정보통신 주식회사
1066,구매/기타,09월 전기설비 유지관리 소모품 자재 구매,10464740,2021-09-23,(주)동양상공사
1067,구매/기타,부서운영 소모품 구매,70300,2021-09-23,카드구매
1068,구매/기타,부서운영물품 구매(A4용지),200000,2021-09-23,카드구매
1069,자산,경영학부 사무용 노후PC 교체를 위한 구입 의뢰(2021.09.17),1918000,2021-09-20,카드구매
1070,자산,[예술체육대학 디자인학부] 교육용 기자재(윤디자인) 구매,2420000,2021-09-17,카드구매
1071,구매/기타,[해양학과] 자연과학대학 실험실습비 지출 요청 (SDS 20% Solution 외),1379400,2021-09-17,카드구매
1072,구매/기타,[실험실습비]실험실습재료(제본 표지) 구입비 지출(2021.9.17.),86600,2021-09-17,카드구매
1073,구매/기타,도서관 공기청정기 필터교체 및 집진기 세척,1166000,2021-09-17,보성전자
1074,구매/기타,[국제개발협력센터] 부서운영 다과구입,163710,2021-09-17,카드구매
1075,구매/기타,[일반수용비] 소모품(건전지외2종) 구입 비용 지출,60450,2021-09-17,카드구매
1076,구매/기타,창의인재개발학과 수업용 물품 구입,115000,2021-09-17,카드구매
1077,자산,[예술체육대학 디자인학부] 교육용 기자재(산돌) 구매,2200000,2021-09-17,산돌
1078,구매/기타,(공모예산) (화학과) 2021년도 학부생 첨단장비 체험사업 실험실습비 지출_김규원 교수님(전기화학연구실)_고무셉타 외 3종,480000,2021-09-17,카드구매
1079,구매/기타,인천학연구원 소모품 구입비 지출[2회 유찰건],329900,2021-09-17,카드구매
1080,구매/기타,I-NanoFab센터 NH3 가스 구매 [202100006312유찰건][202100006410유찰건],1870000,2021-09-17,유성특수가스
1081,자산,[안전공학과] 2021년도 교육용기자재 구입요구(TV모니터),1754000,2021-09-17,카드구매
1082,용역,인천대학교 소식지 85호 우편발송 대행(DM발송비),132110,2021-09-17,(주) 케이에스센세이션
1083,구매/기타,[예술체육대학 디자인학부] 재료비(와이퍼) 구입,98000,2021-09-17,카드구매
1084,용역,인천대학교 소식지 85호 우편발송 대행(봉투제작비),475200,2021-09-17,(주) 케이에스센세이션
1085,용역,독립운동사연구소 총서 제1호 발간 계약 의뢰,7000000,2021-09-17,광문각
1086,구매/기타,(공모) 해양학과 2021년 학부생 첨단장비 체험 지원사업 실험실습비 지출의뢰_해양환경화학실험실,478500,2021-09-17,카드구매
1087,구매/기타,대면상담 아크릴 칸막이 구입,240000,2021-09-17,대동사
1088,용역,시스템 에어컨 고장에 따른 수리 작업,1023000,2021-09-17,카드구매
1089,자산,[경제학과] 2021-2학기 전임교원 신규임용에 따른 행정비품(액정모니터) 구입,245160,2021-09-17,카드구매
1090,구매/기타,2021 교원연구년 위탁연수 사무용품 견적의뢰(복합기 토너),1789400,2021-09-17,카드구매
1091,구매/기타,2021-2학기 창업프로젝트 실습(2) 실험실습비 지출(4차),1000000,2021-09-17,광명방짜유기공방(주)
1092,구매/기타,[동북아국제통상학부] 2021-2학기 자기설계세미나 학생지원비 지출,60800,2021-09-17,카드구매
1093,용역,송도캠퍼스 시설물 유지보수,1507000,2021-09-16,(주)들마건설
1094,구매/기타,(공통물리) 공통 물리실험재료(사다리 2종)구입 지출 요청,82800,2021-09-16,카드구매
1095,구매/기타,전기공학과 실험실습재료 구입요구(22),893200,2021-09-16,카드구매
1096,자산,[안전공학과]2021년도 교육용기자재 구입요구(드라이빙시뮬레이터),6182000,2021-09-16,주식회사 포럼에이트코리아
1097,구매/기타,2021-2학기 십시일밥 식권 지원 대상자 식권 카드 구입,4194960,2021-09-16,인천대학교소비자생활협동조합
